Epoch,Train loss,Val loss
0,7.146935827168987,5.664822846651077
1,5.257767152546638,
2,4.726889873868856,
3,4.522297976604059,
4,4.398235728393248,
5,4.112665612493927,
6,3.990150561883821,
7,3.821411571310992,
8,3.7917663080608426,
9,3.7613518118259295,
10,3.497676870930734,3.2227149046957493
11,3.4378036218671943,
12,3.402436983645262,
13,3.394189309834236,
14,3.5853654080299875,
15,3.476912057579462,
16,3.2759733859019065,
17,3.0984601794774806,
18,3.0154239436489854,
19,3.0472765088680402,
20,2.9893486727422207,2.956707678735256
21,3.0103554042739487,
22,3.00727408615189,
23,3.0105580289160185,
24,3.0266141807613662,
25,2.9542563596562523,
26,2.8596803027780813,
27,2.7551373045648164,
28,2.757210743487181,
29,2.8310081695192424,
30,2.826059374976997,2.9801893942058086
31,2.8425783284345463,
32,2.822201326264808,
33,2.7457143050342347,
34,2.685680960890037,
35,2.9742645654247033,
36,2.861281145757167,
37,2.702639038239292,
38,2.7408711227340317,
39,2.7282327263798547,
40,2.5842171314373688,2.6861564740538597
41,2.5784096142754485,
42,2.6270694241451857,
43,2.6648370165321693,
44,2.585825076654329,
45,2.5752901084459006,
46,2.7641482209440453,
47,2.6870666940008574,
48,2.7291571111535307,
49,2.617454813952422,
50,2.6354165867944457,2.968112528324127
51,3.1848574535331533,
52,2.997442954748719,
53,2.7408712113921965,
54,2.776739973518717,
55,2.7474054391659686,
56,2.5710576479159406,
57,2.5010622050893967,
58,2.4176898481857836,
59,2.4554017848105887,
60,2.46801063643029,2.7724066376686096
61,2.469661199866827,
62,2.48193134015529,
63,2.556090975526589,
64,2.3657441582512018,
65,2.3398704492866096,
66,2.3516857887632283,
67,2.520170123133827,
68,2.4453236900981348,
69,2.447018646115634,
70,2.509407637706354,2.7857251092791557
71,2.399157241361225,
72,2.6470810803935754,
73,2.4744765494936076,
74,2.3671724077445178,
75,2.308752400192184,
76,2.285570858710974,
77,3.173958042758194,
78,2.9354569744225123,
79,2.6824502825137957,
80,2.4696295854434296,2.8516990467906
81,2.4339694809074977,
82,2.3475000654632723,
83,2.3404443587490062,
84,2.443653521226279,
85,2.40025390452476,
86,2.334762800878017,
87,2.546635850590078,
88,2.4869037836640326,
89,2.4072253704071045,
90,2.319232129571426,2.7042171433568
91,2.326542487096547,
92,2.20918737584023,
93,2.2111728970129887,
94,2.276967268493307,
95,2.204628426824982,
96,2.2311022772860887,
97,2.2146391467233397,
98,2.1342533305661764,
99,2.179898677758835,
100,2.3625376763655312,2.949339970946312
101,2.4314357994788853,
102,2.2445592568747363,
103,2.2148012491925875,
104,2.2521093448801857,
105,2.246675238537429,
106,2.317382499201214,
107,2.2882155928779486,
108,2.1854751487473147,
109,2.15957051785148,
110,2.29039944955452,2.5568427816033363
111,2.0963259821561113,
112,2.139480638743645,
113,2.1275656540789196,
114,2.0705012730018577,
115,2.102566765780425,
116,2.1206511947976883,
117,2.1247342591309666,
118,2.085970105837338,
119,2.097529642545997,
120,2.1320434083890674,2.5995859168469906
121,2.149410017171697,
122,2.0831202160772966,
123,2.003136079515045,
124,1.9613269064294634,
125,2.0164131279566777,
126,2.1515271867339933,
127,2.1298808170922436,
128,2.0207105569504016,
129,2.0332281751249304,
130,2.0090471428243357,2.658935774117708
131,2.0835499248312948,
132,2.1105110297850027,
133,2.0491031342415353,
134,2.0601186920051,
135,2.0686505056505826,
136,2.03345232632891,
137,2.0529977017311594,
138,2.0614691403642973,
139,2.0957153238842836,
140,2.0067614286988227,2.6722552590072155
141,1.9576127133776795,
142,2.2364190271751365,
143,2.1521995582772258,
144,2.175800280355329,
145,2.1157183102027854,
146,2.1185003405240312,
147,2.0932571875989137,
148,2.1275825788028278,
149,2.183151878304218,
150,1.9460898751589522,2.571546282619238
151,1.996974363997953,
152,2.0568914820800472,
153,1.9534049914709886,
154,2.1098015032820965,
155,2.0816841472932444,
156,2.2330623547635486,
157,2.1258582457825166,
158,2.1868317037371536,
159,2.0797014398191442,
160,1.9128228779414191,2.69491533562541
161,1.9479267369562656,
162,1.944831763080616,
163,1.8810959359509263,
164,1.9285896974592354,
165,1.9792296742674094,
166,2.0708097501016742,
167,1.932049070770417,
168,1.9013690529157168,
169,1.944962290663216,
170,1.9778841338565003,2.66437229141593
171,1.9102256897106842,
172,1.9435638554731207,
173,1.907979423676304,
174,1.9094481965405259,
175,1.962262735893978,
176,1.8951524813570568,
177,1.876334542605146,
178,1.9900819662228302,
179,1.9083009497005137,
180,1.9130463073002033,2.7535024732351303
181,1.9030262657146357,
182,1.8229077653070191,
183,1.8928583890349422,
184,1.9081318995461392,
185,1.9042878570269102,
186,1.9674361620716114,
187,1.9730257886138993,
188,1.9491486231885364,
189,1.7947002433652255,
190,1.872260069128257,2.5261753760278225
191,1.8128171434354543,2.5261753760278225
192,1.790195395000017,2.5261753760278225
193,1.7856894270259531,2.5253788270056248
194,1.9016681771781576,2.5261753760278225
195,1.7351736980466987,2.5261753760278225
196,1.8132235680393238,2.5253788270056248
197,1.8549259164225516,2.5253788270056248
198,1.8978192806243896,2.5253788270056248
199,1.8014065979713172,2.5261753760278225

200,1.8708254176767627,2.5253788270056248

201,1.730858608106872,2.5253788270056248
202,1.81342755130787,2.5261753760278225
203,1.7952011182679604,2.5253788270056248
204,1.8145517008987504,2.5253788270056248
205,1.8829689115735155,2.5261753760278225
206,1.864167789118973,2.5253788270056248
207,1.864167421307396,2.5253788270056248
208,1.7725411845212007,2.5253788270056248
209,1.8190812094127713,2.5253788270056248
210,1.7960036603649656,2.5253788270056248
211,1.814982002104946,2.525378905236721
212,1.7814349499180089,2.525378905236721
213,1.7449607867092343,2.525378905236721
214,1.7700662247499628,2.525378905236721
215,1.827416284599496,2.525378905236721
216,1.8388155698776245,2.526175532490015
217,1.796552913871842,2.525378905236721
218,1.8785222589071073,2.525378905236721
219,1.859974797646604,2.526175532490015
220,1.8507938684530594,2.526175532490015
221,1.6994266905377258,2.525378905236721
