Epoch,Train loss,Val loss
222,1.7895939631677753,2.526175532490015
223,1.7684483498185124,2.525378905236721
224,1.7969128139054955,2.526175532490015
225,1.8270881409621118,2.526175532490015
226,1.7699741454579723,2.525378905236721
227,1.7878420712360785,2.526175532490015
228,1.7597553310681826,2.525378905236721
229,1.810704391805371,2.525378905236721
230,1.7593848531569667,2.525378905236721
231,1.794907757984334,2.5261753760278225
232,1.7793409303205097,2.5261753760278225
233,1.84002620071622,2.5253788270056248
234,1.7877041442909432,2.5261753760278225
235,1.8620997757168871,2.5253788270056248
236,1.8617693155854191,2.5253788270056248
237,1.801601995774849,2.5253788270056248
238,1.8016924330936603,2.5253788270056248
239,1.8744474523630574,2.5253788270056248
240,1.825492882848385,2.5261753760278225
241,1.7920484662655012,2.5253788270056248
242,1.8883319122707425,2.5253788270056248
243,1.8503719604195064,2.5261753760278225
244,1.8801239495301367,2.5253788270056248
245,1.8204092068887836,2.5261753760278225
246,1.8416778340411546,2.5253788270056248
247,1.8438010024065947,2.5261753760278225
248,1.7800049638029318,2.5253788270056248
249,1.7828082037930513,2.5253788270056248
250,1.8743841366552227,2.5261753760278225
251,1.8594853614442912,2.5261753760278225
252,1.887985975898091,2.5253788270056248
253,1.7779630704141742,2.5261753760278225
254,1.81395714606472,2.5253788270056248
255,1.881644650320312,2.5253788270056248
256,1.7218652136960821,2.5253788270056248
257,1.7963631177068355,2.5261753760278225
258,1.7945167179682746,2.5253788270056248
